Taxon,Replicate,dt_min,r,K,R_C_fg_cell_h,G_C_fg_cell_h,sd_logK,sd_logG,term_logK,term_dt2_var_r,term_cross,sd_logR,sd_logR_if_independent,ratio_actual_over_independent,CUE
Aeromonas_B,R1,116.00000000000001,0.03054020779769078,8.464285681270882e-4,126.38647280258915,123.63690051404114,0.0073486596376041305,0.0037803889708762596,5.400279846935207e-5,1.7936302870960965e-4,-0.00019429215177483292,0.006250893968395944,0.015276315890258414,0.409188577488247,0.49450136950783014
Aeromonas_B,R2,121.02000000000001,0.02863601071145552,8.511505376205517e-4,109.56997736754386,115.92807851552816,0.0075675820102079,0.003949407169805191,5.726829748122225e-5,1.873281956913656e-4,-2.04443681313577e-4,0.006336624642426824,0.015639580978165236,0.40516588336180653,0.5140979067936647
Aeromonas_B,R3,111.00000000000001,0.03394930244807805,7.528468241546485e-4,131.09703830745025,137.4380474782327,0.00860009660323831,0.0041619559836362655,7.396166158503112e-5,2.459816067031589e-4,-2.6645791417383125e-4,0.007313368178504262,0.01788695805016018,0.40886595462433983,0.511806667929872
Aeromonas_B,R4,103.00000000000001,0.03585987964659123,8.509386784386346e-4,136.85289563660882,145.172698289444,0.007495491971624426,0.003642628157984468,5.6182399896686225e-5,1.8101800971707043e-4,-1.9921052649344014e-4,0.006163593361044881,0.015401311944563576,0.400199241676975,0.514750084446266
Aeromonas_B,R5,114.00000000000001,0.03578033974097163,5.710829700335417e-4,137.395947308033,144.8506943442472,0.010729259719963618,0.005228120755247245,1.1511701413843378e-4,4.5476794234246493e-4,-4.5196311268159127e-4,0.010859182464592233,0.023872263329665636,0.4548870090209553,0.5132060863374208
Arthrobacter,R1,109.00000000000001,0.02511080779633006,0.00161027041793647,165.3401596949379,118.91750358915826,0.0044104102381715025,0.002727147599644613,1.9451718468968012e-5,5.571750373618129e-5,-6.485869033560283e-5,0.003211001692548054,0.008670018581591927,0.3703569562544666,0.41834405523241186
Arthrobacter,R2,113.00000000000001,0.02587640886188693,0.00136451060286592,162.39246446460453,122.54316821132656,0.003683411672761959,0.00197704191715873,1.3567521551039053e-5,3.341924627983141e-5,-4.2017416735139914e-5,0.0022292041395373698,0.006854689477348369,0.32520862497183506,0.4300731609468441
Arthrobacter,R3,112.00000000000001,0.02150094294318932,0.00199421650650208,160.45262658549498,101.8222305054911,0.007060855206606992,0.007296137737382057,4.985567624866908e-5,3.08700339339455e-4,-2.4309229032205615e-4,0.010745404844214474,0.018935575396277875,0.5674717889125606,0.38822718896828085
Arthrobacter,R4,112.00000000000001,0.0243928703356261,0.00158975003481593,110.10628965936624,115.51755997712787,0.004167338930502631,0.0026673099291428704,1.7366713761682814e-5,5.310174869469742e-5,-5.980553282303818e-5,0.0032654141595427136,0.008394549568403312,0.38899218271741204,0.5119917959171422
Arthrobacter,R5,103.00000000000001,0.02398857970330566,0.0020520520556274,159.45533964803968,113.60295678674169,0.005553849851852045,0.0049008032376207065,3.0845248176916985e-5,1.4662838557800615e-4,-1.3198563046406964e-4,0.006744479467746455,0.013321923050180224,0.5062692107094263,0.4160392058033483
Bacillus,R1,97.01000000000002,0.0406522694099089,7.600458227107023e-4,2968.272260054301,269.39429631650665,0.005413033670957102,0.0022283373369256835,2.930093352291532e-5,7.722616589410924e-5,-9.413855692632316e-5,0.003519736139357807,0.010321196607807864,0.34102016201252944,0.08320631282625915
Bacillus,R2,108.01000000000002,0.02672952707892209,0.00146826563054103,2090.602934075676,177.13112312849265,0.006549101199461465,0.0041079692272442455,4.28907265207876e-5,1.4065813193126902e-4,-1.529977740181454e-4,0.005527303540960205,0.013548020462490328,0.40797868266167386,0.07810930147024078
Bacillus,R3,119.01000000000002,0.0250824325016013,0.00124469599260939,3240.0050468640707,166.21616337188155,0.004203604456959937,0.0023418134153351555,1.7670290430573446e-5,4.8866450445551894e-5,-5.796005408496522e-5,0.002928598093142882,0.00815700563173309,0.35902857315064196,0.04879781820170381
Bacillus,R4,113.03,0.02733746457736678,0.00120446088806259,2695.5708874786087,181.1598009114359,0.0045137668637539865,0.002402824364666375,2.03740913003235e-5,5.51249204704724e-5,-6.613512838887098e-5,0.003060046303885764,0.008689016732104727,0.35217406045258404,0.06297419554863565
Bacillus,R5,114.01000000000002,0.02273270654790027,0.00174156996159367,1131.7007415649375,150.64500882079932,0.00531068854549824,0.0038824500863771966,2.820341282728621e-5,1.0125114542150075e-4,-1.05086898870635e-4,0.00493636094488156,0.011377809905635925,0.4338586235683517,0.11747612434125855
Burkholderia,R1,120.00000000000001,0.0225655256203426,0.00150950058400556,142.1581138736362,98.09193369216815,0.004898810537051278,0.0031670643544811404,2.3998344677924633e-5,7.354737498469681e-5,-8.272917885853673e-5,0.0038492260006506135,0.00987652366283914,0.3897349039048525,0.408291006332895
Burkholderia,R2,120.00000000000001,0.01985526299343977,0.00188222696498641,124.44368879220993,86.31047083774881,0.0046211790836720714,0.003475407359247744,2.135529612336825e-5,6.856858900571083e-5,-7.522985534570283e-5,0.0038332792467254784,0.00948282052603966,0.40423408164262525,0.40953151761888057
Burkholderia,R3,129,0.02090622489729856,0.00141394129587253,129.73019023406815,90.87898331650874,0.004167613919156813,0.00273122619012125,1.7369005779149612e-5,5.4255777717591805e-5,-6.0441331934050165e-5,0.0033441667964817868,0.008463142648965655,0.39514479847394546,0.4119456224501644
Burkholderia,R4,130,0.02075222150130871,0.00138522155435472,124.71821621358929,90.20953332620198,0.004824497398286615,0.0031228975873532,2.3275775146074315e-5,7.097924532239075e-5,-8.00388772643645e-5,0.003770430108634898,0.009708502483311475,0.38836371676436354,0.4197202712044439
Burkholderia,R5,128,0.02204622666471412,0.00130514474048356,114.97711396217883,95.83455047943232,0.00471040817036864,0.003060843867712628,2.218794513147564e-5,7.460549732329302e-5,-8.01134150770819e-5,0.004084118923058774,0.009838365842698099,0.41512167654244647,0.4545979499439689
Buttiauxella,R1,131.02,0.02164977128433935,0.00125188704384754,110.18775266201034,94.11116607714006,0.005521697323134865,0.0035460985943254735,3.048914132831474e-5,1.0117737981440818e-4,-1.0937931612117805e-4,0.004720932643190843,0.011474603310908963,0.41142447501454177,0.4606542543541385
Buttiauxella,R2,113.00000000000001,0.02444709978164981,0.00154856277118677,129.41401512253924,106.2711027030357,0.004645464921735789,0.002860338285471064,2.1580344339077698e-5,6.243762506791172e-5,-7.232156590624914e-5,0.003420000511804097,0.009166131649010362,0.37311274185914006,0.45090289825463
Buttiauxella,R3,124.00000000000001,0.02162603229409613,0.00150030925686358,135.7784161699488,94.0079731138546,0.004379508619985589,0.0030467362722605904,1.9180095752528078e-5,6.675238552962981e-5,-7.040362977798978e-5,0.003940666378186323,0.00926997741540711,0.4250998898483574,0.40911027588212684
Buttiauxella,R4,118.00000000000001,0.01862887955508459,0.00214837784846517,114.6104798926892,80.97940410612077,0.004093327006504149,0.0031744443546986452,1.6755325982176214e-5,4.86937163433067e-5,-5.613704303236938e-5,0.003051556863817801,0.00809005823993146,0.37719838019901003,0.4140265460079391
Buttiauxella,R5,124.00000000000001,0.02164406271296873,0.0014995347819748,132.35014455313996,94.08635102014624,0.00434176636859233,0.002789961289754774,1.8850935199439425e-5,5.6068287637635504e-5,-6.402375425096313e-5,0.0033008284696590647,0.008655589109764565,0.3813522601177227,0.41550877557056687
Chromobacterium,R1,112.01000000000002,0.02522617126544078,0.00146207685325083,218.26378162315223,111.2186574453512,0.005390907551973266,0.003769776492164657,2.906188423392239e-5,1.1346122759428235e-4,-1.1297597875331972e-4,0.005435727465103914,0.011938304395022132,0.4553182164939963,0.3375556456355705
Chromobacterium,R2,117.01000000000002,0.02625342021813681,0.00117880589961358,166.75526742804857,115.74765426293465,0.0052058893301162364,0.0030523005311670817,2.710128371741808e-5,8.791689130714986e-5,-9.6223562278788e-5,0.0043352753944564965,0.010724652676174083,0.40423457293752324,0.4097219723254601
Chromobacterium,R3,118.01000000000002,0.02637388049003547,0.00115978394314153,213.57333228685772,116.2787467372978,0.005270845346552959,0.002999767210488829,2.7781810667278983e-5,8.716874551371304e-5,-9.704112378895945e-5,0.004231953732265107,0.010721499716970197,0.3947165829391096,0.35251785309736533
Chromobacterium,R4,113.01000000000002,0.02319349563680926,0.0016979271532427,220.48210392408043,102.25687517330287,0.004078557257309485,0.0027050769225985204,1.663462930115187e-5,5.0271912357764994e-5,-5.692854700786158e-5,0.0031587963927824296,0.008179641902853503,0.38617783398078465,0.3168407964209612
Chromobacterium,R5,120.01000000000002,0.02492601488710632,0.00121599323744506,187.34916781530185,109.89530999516758,0.0036189959717807577,0.0018051501034332938,1.3097131843765352e-5,2.9158636561085162e-5,-3.8593220896448514e-5,0.0019137783331415366,0.00650044370830565,0.29440733879385683,0.3697135462521177
Chryseobacterium,R1,153.03,0.01546010521164195,8.384499700131765e-4,41.14579543364204,46.72872456597542,0.004186000962153985,0.0032810917041936625,1.7522604055154088e-5,6.025800988353586e-5,-6.38563501380882e-5,0.0037315229867443886,0.00881933183062583,0.4231072215455573,0.5317664843708829
Chryseobacterium,R2,145.03,0.01681179114807214,7.875711363987316e-4,43.87239334265166,50.814243969529386,0.004452757296993437,0.003376516375842446,1.9827047545928297e-5,6.777685097968453e-5,-7.206333910471321e-5,0.003942151623276255,0.009359695429105202,0.42118375038333156,0.5366569709514052
Chryseobacterium,R3,133.03,0.01668582715915156,9.312067517155902e-4,47.16174256023156,50.43351327831333,0.004355141548051531,0.003464147860833097,1.8967257903564685e-5,5.9127226108320975e-5,-6.57993734207364e-5,0.0035064384482191117,0.008837108351258666,0.3967857254708992,0.5167619352496722
Chryseobacterium,R4,148.03,0.01577081633140894,6.788354020645641e-4,38.27684635364614,47.667860111071455,0.0033424492616911197,0.002344366220264509,1.117196706697951e-5,2.99542697340538e-5,-3.5992255851159605e-5,0.0022658289763072817,0.006412974099513681,0.35331952712534853,0.5546340440483124
Chryseobacterium,R5,132.03,0.0154155460716585,0.00107848665072903,41.48628680466516,46.5940429612464,0.0038346775753351704,0.0034127279367496925,1.4704752106778422e-5,4.8246566165209325e-5,-5.2274220243786683e-5,0.003267582903034147,0.007934186679930575,0.41183589885771865,0.5289948741685911
Flavobacterium_A,R1,150.05,0.01802196080469134,0.0011986181924599,171.825488956515,56.946728892625565,0.004774284112868819,0.0032719266723050602,2.2793788790391602e-5,7.828583809217155e-5,-8.313252998984121e-5,0.004236401408356146,0.010053836426089454,0.4213716265924906,0.2489232714882276
Flavobacterium_A,R2,131.03,0.01567720728141338,0.00213836650630877,147.97548387220414,49.537654782588646,0.004861543868367248,0.004868043526469243,2.363460878405919e-5,9.999718825504703e-5,-9.52982302931925e-5,0.005322928399472769,0.011118983633368036,0.4787243668116101,0.25080688363303766
Flavobacterium_A,R3,121.03,0.02416130472305527,0.00128073842831951,198.60539594692543,76.34614705175566,0.004687294178003395,0.0027003925671632125,2.1970726711144523e-5,6.235634336755311e-5,-7.297974404491995e-5,0.003368579230740711,0.009182977190361393,0.36682866143633985,0.27767128061587887
Flavobacterium_A,R4,117.03,0.02351547306940147,0.00150600350882712,143.40747923504054,74.30541460929437,0.007096545023402321,0.005945480918853738,5.036095126917624e-5,2.677169258437409e-4,-2.2800619528723078e-4,0.009490610192484272,0.017834737932274674,0.5321418362593132,0.3413000180982522
Flavobacterium_A,R5,125.03,0.02134249516371314,0.00149395526128402,172.8133781738969,67.43912602804932,0.004013120432218257,0.002593343793053514,1.6105135603487653e-5,4.7889360047467875e-5,-5.468757263926275e-5,0.0030507249977165716,0.007999655970787464,0.3813570244591739,0.2807010326575527
Flavobacterium_B,R1,144.02,0.01610033938702341,0.00162419639662112,535.6510431417109,50.874689612764705,0.0033002642785236575,0.002400721517595935,1.0891744308099278e-5,3.098840654452877e-5,-3.613211261448906e-5,0.00239750667113545,0.006471487530129997,0.37047226931569005,0.08673905810380064
Flavobacterium_B,R2,136,0.0148048700529281,0.00210437422267767,598.6280687271183,46.78119824648499,0.004428348199084844,0.004633437760311605,1.9610267772337978e-5,8.703494989146549e-5,-8.095163862841283e-5,0.0050688834111064975,0.010326917142293893,0.4908418786809941,0.07248299744106139
Flavobacterium_B,R3,137,0.01418676802705085,0.0017838885985855,429.85382428839085,44.828087323812696,0.0030622577995457452,0.0026786104007140254,9.37742283087875e-6,2.710361195860483e-5,-3.12943365440623e-5,0.002277432379988763,0.006039953210868738,0.3770612619797423,0.0944381621190476
Flavobacterium_B,R4,140,0.01497899103177519,0.00188355084972967,686.9537968410926,47.33139476973692,0.003441968910016716,0.0031680904521909866,1.184714997752166e-5,4.4138374799707034e-5,-4.486393796715732e-5,0.00333490431797846,0.00748234754453632,0.44570294257630927,0.0644591438183633
Flavobacterium_B,R5,125.00000000000001,0.0079724812945485,0.00158874793200477,369.80911521181287,25.191860963541668,0.004795141832397368,0.011315347122689784,2.2993385192807194e-5,1.2715774182768275e-4,-1.0530637538168603e-4,0.006696622405272968,0.012253616895451316,0.5465016951655174,0.06377670558555312
Herbaspirillum,R1,141,0.01838774088062516,0.00104265515970884,49.18300011835828,79.93117862874172,0.004449621628343869,0.0033578535939164243,1.9799132635425546e-5,7.579114854212074e-5,-7.615466426385759e-5,0.00440858445690776,0.00977702823855727,0.4509125216107901,0.619073593654694
Herbaspirillum,R2,129,0.02254198431127584,8.540847119233447e-4,53.307164230149745,97.9896000453985,0.0042109505131248965,0.002345891884453763,1.773210422398683e-5,4.653499725575054e-5,-5.665984635313057e-5,0.0027581252920429126,0.008016676460961698,0.34404847264,0.6476648758127806
Herbaspirillum,R3,125.00000000000001,0.02231892948367655,7.838853468847181e-4,45.43491378171252,97.01998472481128,0.00400965579619782,0.0023552682635798313,1.6077339603982775e-5,4.3176507161486054e-5,-5.193730199707235e-5,0.002704911231149089,0.0076976520293833,0.35139432398658244,0.6810575539483341
Herbaspirillum,R4,140,0.02169290408519785,8.99942686361268e-4,44.8298523664645,94.29866358608152,0.004514443741420452,0.0025305480361295526,2.038020229445029e-5,5.90636980052858e-5,-6.84292109624036e-5,0.003318838552465681,0.00891313077990759,0.3723538489917782,0.6777809922032441
Herbaspirillum,R5,137,0.01984617204888009,9.225470256429326e-4,41.815212164519195,86.2709526653849,0.0038336541301632306,0.0023439333665331986,1.4696903989717595e-5,4.061487874893957e-5,-4.8141053407355035e-5,0.0026778217512191,0.007437189169212866,0.36005830835986574,0.6735384167365073
Pseudomonas,R1,142.03,0.02476961577599536,7.058706372483028e-4,183.84914615560908,100.27562817366686,0.005543702542573311,0.002702901437342822,3.073263788053379e-5,9.041888190004487e-5,-1.0413087059036597e-4,0.004125608947805486,0.011006885107993936,0.37482075149573363,0.35292814014682194
Pseudomonas,R2,141.03,0.02125353060972634,0.00104179913355233,144.25555154703588,86.04134808033466,0.004721452264402728,0.0028216128866632947,2.229211148503365e-5,7.152865219412731e-5,-7.870160135339121e-5,0.0038883367042695464,0.00968611189689449,0.4014342127842034,0.37361053587587567
Pseudomonas,R3,124.03,0.02530935956809623,0.00105711326126181,157.82873913339327,102.46069023903016,0.005077328201785598,0.002648164613490983,2.577926166864737e-5,6.910440865717129e-5,-8.331209293582905e-5,0.0034017021312851025,0.00974082493045731,0.34922115483759136,0.3936413802361097
Pseudomonas,R4,131.03,0.01897503526471538,0.00161190660070288,154.52313438426762,76.81724246327576,0.003731560420898043,0.0025260480550991023,1.392454317481278e-5,3.944481122135578e-5,-4.612716196345635e-5,0.002691132184176803,0.007305433210711639,0.368374072632806,0.3320528975964253
Pseudomonas,R5,113.03,0.02272200698265882,0.00175463182406578,147.42141426065194,91.98622797212116,0.004518983983422663,0.0030710369192343203,2.0421216242430554e-5,6.220866880642978e-5,-7.014735252752366e-5,0.003533062767817276,0.009090098186975778,0.3886715737437711,0.3842242758595153
Serratia,R1,121.01000000000002,0.02082821024253651,0.00170691110656803,157.072746368805,63.887910564490205,0.003735594613980842,0.0024327735655673673,1.3954667120002675e-5,3.759670665348825e-5,-4.5101332228346275e-5,0.0025396931990192538,0.007179928535402768,0.35372123642965847,0.2891370411872781
Serratia,R2,128.01000000000002,0.02748035207063554,7.793635591074545e-4,225.40046766171812,84.29251745231363,0.005229587009755189,0.002553224232457354,2.734858029260022e-5,8.066967279325403e-5,-9.278172762968817e-5,0.003903399218138735,0.010393183010312782,0.375573028423105,0.27218090658810484
Serratia,R3,114.01000000000002,0.02555768003607791,0.00137708026726946,178.85530768234915,78.39496324298445,0.003401026862244405,0.001753284639818725,1.1566983717708023e-5,2.6099585191129412e-5,-3.430088689348613e-5,0.0018345795200403019,0.006137309582287457,0.29892243424300746,0.30474200458952455
Serratia,R4,114.01000000000002,0.02752262081406668,0.0011740583615552501,193.5164263319643,84.42217149692696,0.005283587905796819,0.003001441234983793,2.791630115828241e-5,8.870031342633365e-5,-9.812814486752068e-5,0.004299822056445518,0.010798917287608793,0.3981715890517418,0.30374396415750865
Serratia,R5,126.01000000000002,0.02845516277322296,7.613613820133461e-4,186.09929423472457,87.282626456352,0.0060536000589814344,0.002965293798874378,3.664607367410003e-5,1.1304923566851367e-4,-1.271365051219129e-4,0.004749610954667845,0.012235003446775718,0.3881985792100048,0.31926992917348757
Yersinia,R1,102.01000000000002,0.04615722602419903,3.938695026567253e-4,152.94318426145435,163.88538514926083,0.005382953743930853,0.0015590194204116725,2.897619100929919e-5,5.388500735538058e-5,-7.847719414348368e-5,0.0020938013805507187,0.009102812662286299,0.23001696928527487,0.5172683304857235
Yersinia,R2,122.01000000000002,0.0381862786006876,3.4727316928298985e-4,90.90429027363751,135.5838189368154,0.004565555579956198,0.0013460403815360508,2.084429775366918e-5,3.932979709290129e-5,-5.685562868350745e-5,0.001821665766012804,0.0077571963264165536,0.23483558870480783,0.5986354842621376
Yersinia,R3,113.01000000000002,0.03873777039055091,4.6681106987881e-4,112.14871100647838,137.54194017098615,0.004578722046819892,0.0014438021589987713,2.096469558203454e-5,3.995014546029335e-5,-5.7430880453785614e-5,0.0018665370579075777,0.007804796028233402,0.23915257377072854,0.5508493791112344
Yersinia,R4,114.01000000000002,0.03673333494154014,5.23000616042634e-4,94.4495902705214,130.42501171008297,0.004259323314165837,0.0014167512801497638,1.814183509459665e-5,3.5204147863317385e-5,-5.012479295539967e-5,0.0017947673951000916,0.0073038334426459945,0.24572950755157044,0.5799899613444662
Yersinia,R5,112.01000000000002,0.03601391928858849,6.020573164751897e-4,114.95490845086834,127.87066168686944,0.004602198961760647,0.0015851098432585742,2.1180235283630775e-5,4.088585593934953e-5,-5.834653154300995e-5,0.0019286160011703593,0.007878203553030367,0.24480403282148167,0.5265947141165466
