r_true,R_true,noise_sd,dt,duration,n,sd_log_r,sd_log_K,cov_logr_logK,corr_logr_logK,var_logsum,var_logdif,ridge_ratio
0.02,8e-12,0.01,3,120,50,0.11121875997429222,0.05605393812238125,-0.006029361007342932,-0.9671350203991244,0.0034529345345611006,0.02757037856393284,7.984622438675133
0.02,8e-12,0.01,3,180,50,0.07192280321204267,0.04033465723253313,-0.002795323740826491,-0.9635785785761006,0.001209126714291168,0.012390421677597139,10.247413716982372
0.02,8e-12,0.01,5,60,50,0.10726821269313228,0.06217510978612006,-0.006453372436853141,-0.9676072741157271,0.002465468857588858,0.02827895860500142,11.470012495983116
0.02,8e-12,0.01,5,120,50,0.09094195806522318,0.05373565222600839,-0.004708478272928378,-0.9635044957258471,0.0017410035110345804,0.020574916602748086,11.81784900050062
0.02,8e-12,0.01,5,180,50,0.10845328574555316,0.06632290504016,-0.007066637748523779,-0.9824412164645518,0.0020275674249251386,0.030294118419020258,14.941115174080473
0.035,2e-12,0.002,1,60,50,0.008369197679952254,0.010589604327372725,-8.717996033323755e-5,-0.9836783381255725,7.823268949954177e-6,3.565431102829044e-4,45.57469678771465
0.035,2e-12,0.002,1,120,50,0.005248097746314443,0.008804060714311761,-4.5499671839932034e-5,-0.9847439477294216,1.405467133629537e-5,1.9605335869602253e-4,13.949337839706443
0.035,2e-12,0.002,1,180,50,0.005028661324196275,0.008502953812104896,-4.2245121539740863e-5,-0.9879941125846481,1.3097415164774492e-5,1.820779013237383e-4,13.901819483697588
0.035,2e-12,0.002,3,60,50,0.01547665636634173,0.021665352683708953,-3.3101516050170203e-4,-0.9871996252918976,4.68840781879166e-5,0.0013709447201947244,29.241157620713487
0.035,2e-12,0.002,3,120,50,0.007244640020151318,0.01236670924963359,-8.792046293894317e-5,-0.9813388790157593,2.9579380808664197e-5,3.8126123256443725e-4,12.889425746625525
0.035,2e-12,0.002,3,180,50,0.008926712933749088,0.015546657292706715,-1.375155645972014e-4,-0.9908850183692042,4.6353627584031904e-5,5.964158859728371e-4,12.866649646602696
0.035,2e-12,0.002,5,60,50,0.016633383183511274,0.02284462970491273,-3.7297057407438257e-4,-0.981544183181748,5.260539433533167e-5,0.001544487690632862,29.359872882761163
0.035,2e-12,0.002,5,120,50,0.010594504583103069,0.017593036081322965,-1.8302936653749545e-4,-0.9819725100842961,5.569971284513119e-5,7.878171789951144e-4,14.14400790872262
0.035,2e-12,0.002,5,180,50,0.009956837329425683,0.01641162968075364,-1.61033057079376e-4,-0.9854666171607978,4.6414084224085646e-5,6.905463125415906e-4,14.877947590383473
0.035,2e-12,0.005,1,60,50,0.02521949867827597,0.034244063338429914,-8.539457745581259e-4,-0.9888002168654616,1.0078743839371399e-4,0.003516570536626216,34.89096054697964
0.035,2e-12,0.005,1,120,50,0.011422381407081121,0.01911063567220063,-2.147994204912155e-4,-0.984014084196971,6.608835182199002e-5,9.252860337868508e-4,14.000743070112003
0.035,2e-12,0.005,1,180,50,0.01078802900827531,0.01885221507648771,-2.0079830772037763e-4,-0.9873145949365237,7.01909677327882e-5,8.733841986142951e-4,12.442971322737762
0.035,2e-12,0.005,3,60,50,0.03575687433599394,0.05012223116589944,-0.0017655608296031152,-0.9851281784105104,2.5967046012169014e-4,0.007321913778534154,28.19694537107865
0.035,2e-12,0.005,3,120,50,0.016662388251927025,0.027557781524844692,-4.483392555944439e-4,-0.9763943638617347,1.403879936401385e-4,0.0019337450160179152,13.774290563442001
0.035,2e-12,0.005,3,180,50,0.015759675541264916,0.026390295956146115,-4.0967062224756543e-4,-0.9850160087191638,1.254738493237918e-4,0.0017641563383140565,14.05995231533512
0.035,2e-12,0.005,5,60,50,0.04269390940772622,0.061408067144210036,-0.0025826015783074895,-0.9850676569282245,4.285174542879651e-4,0.010758923767517919,25.107317472972497
0.035,2e-12,0.005,5,120,50,0.023846014933953316,0.03972118734962393,-9.303238160153547e-4,-0.9821913506004615,2.857575206635365e-4,0.004007052784724958,14.022562819765778
0.035,2e-12,0.005,5,180,50,0.02266000861338149,0.03853080103743825,-8.57322186033616e-4,-0.981919656867815,2.8345424687794337e-4,0.0037127429910124073,13.098209082791167
0.035,2e-12,0.01,1,60,50,0.04796285321896015,0.06546331921314501,-0.003089985262613761,-0.9841320504804072,4.059109260781164e-4,0.012765851976533165,31.449885076698852
0.035,2e-12,0.01,1,120,50,0.026473236671148308,0.043940035185906556,-0.0011391808139134816,-0.9793213427048837,3.53197324158372e-4,0.0049099205798123,13.90135271129833
0.035,2e-12,0.01,1,180,50,0.025171144908800798,0.04114952871869578,-0.0010203325616505797,-0.9850854646101592,2.8620512648945854e-4,0.0043675353730917785,15.260157729049773
0.035,2e-12,0.01,3,60,50,0.07018438910346468,0.09718104641808807,-0.006637071079915216,-0.9730930562514426,0.0010958620969106834,0.02764414641657155,25.225935356741008
0.035,2e-12,0.01,3,120,50,0.03510537639195108,0.0602079123682415,-0.002091886263749537,-0.9897166250070302,6.736076358633237e-4,0.009041152690861481,13.421986642526642
0.035,2e-12,0.01,3,180,50,0.0307875954066543,0.05315537556254797,-0.0016095678748645962,-0.9835271065618105,5.542342323901711e-4,0.0069925057318485535,12.616517210950537
0.035,2e-12,0.01,5,60,50,0.07602466419416734,0.10164185099873876,-0.0075852188834954065,-0.9816146733122101,9.40377673294912e-4,0.031281253207276524,33.26456390406709
0.035,2e-12,0.01,5,120,50,0.05170661002448361,0.08283038719003454,-0.004225081434523397,-0.9865050821071428,0.001084283693228266,0.01798460943132186,16.586627230163185
0.035,2e-12,0.01,5,180,50,0.05458442492642931,0.09273744334294669,-0.005014419675929305,-0.9905965725222529,0.001550853490476637,0.021608532194193862,13.933316284797947
0.035,5e-12,0.002,1,60,50,0.008366786521089367,0.008553733296859505,-7.020652148472559e-5,-0.9809865717953188,2.7564270338346266e-6,2.835825129727369e-4,102.88047152774753
0.035,5e-12,0.002,1,120,50,0.0077319120226736855,0.008272339697313636,-6.301504705121647e-5,-0.9852104302739922,2.1839734916842754e-6,2.5424416169654985e-4,116.41357491957346
0.035,5e-12,0.002,1,180,50,0.007137906242965237,0.0076188867841336366,-5.330073190540335e-5,-0.9801009573846766,2.395677552001918e-6,2.1559860517361503e-4,89.99483465270723
0.035,5e-12,0.002,3,60,50,0.012019768663218456,0.013158068185268912,-1.5584314074824915e-4,-0.9853702597097707,5.923315588976356e-6,6.292958785819726e-4,106.24047784202648
0.035,5e-12,0.002,3,120,50,0.0131016198127353,0.013835044157910871,-1.7825667078305877e-4,-0.9834227452908829,6.547547002684765e-6,7.195742301349192e-4,109.89981894591426
0.035,5e-12,0.002,3,180,50,0.01357105903520119,0.014111111136860206,-1.8875279971653067e-4,-0.9856402951290111,5.791501420674712e-6,7.608027002867976e-4,131.36536539054563
0.035,5e-12,0.002,5,60,50,0.011949688007893554,0.013396803849264427,-1.5683726607244e-4,-0.9796963681434527,8.594864716782016e-6,6.359439290065412e-4,73.99115052559473
0.035,5e-12,0.002,5,120,50,0.013131141505855396,0.01461675454283111,-1.8879337906517338e-4,-0.9836335292829756,8.489632481824719e-6,7.636631487425188e-4,89.95243909290886
0.035,5e-12,0.002,5,180,50,0.012859521689899308,0.014719716270810998,-1.852352057094229e-4,-0.9785866298475389,1.1566933767323079e-5,7.525077566050146e-4,65.05680517777932
0.035,5e-12,0.005,1,60,50,0.01737562378686955,0.017865699178851554,-3.038284244340901e-4,-0.9787414464774014,1.3438660263863405e-5,0.0012287523580002241,91.4341410433853
0.035,5e-12,0.005,1,120,50,0.019410454633876233,0.020401614492379507,-3.8829841555481655e-4,-0.9805401332133773,1.6394791879803933e-5,0.00156958845409907,95.7370160967143
0.035,5e-12,0.005,1,180,50,0.018570240219319748,0.019235651260043465,-3.507287104721244e-4,-0.9818539734588896,1.340668025700384e-5,0.0014163215221455016,105.64297014584167
0.035,5e-12,0.005,3,60,50,0.03362489042580815,0.03453500188874953,-0.001142240398737481,-0.9836422042714505,3.88188141285766e-5,0.0046077804090784965,118.69966954210648
0.035,5e-12,0.005,3,120,50,0.035031896453571756,0.037880007977543255,-0.0013043737598603799,-0.9829430203520133,5.3381253791753613e-5,0.0052708762932332735,98.74021156931919
0.035,5e-12,0.005,3,180,50,0.03244899950469573,0.03365297029504859,-0.0010774361833645507,-0.9866584583555597,3.058761180606598e-5,0.004340332345264268,141.89837287014072
0.035,5e-12,0.005,5,60,50,0.030435068193483017,0.03610859044309309,-0.0010757129292591505,-0.9788396971718141,7.86978212106932e-5,0.004381549538247297,55.675614278022046
0.035,5e-12,0.005,5,120,50,0.030984983569187986,0.03461555334164112,-0.0010585020350395817,-0.9868909099135603,4.1301669851686756e-5,0.0042753098100100145,103.51421202490222
0.035,5e-12,0.005,5,180,50,0.03235232494897552,0.03519846949230848,-0.0011123791416888038,-0.9768402834341307,6.084690082746418e-5,0.004510363467582683,74.12642889359554
0.035,5e-12,0.01,1,60,50,0.041203033379876665,0.04254250430068541,-0.0017248681934209187,-0.9840194264570878,5.78182450352304e-5,0.006957291018718907,120.330373474318
0.035,5e-12,0.01,1,120,50,0.03181148606297596,0.032927437615381625,-0.0010046392793292217,-0.9591096509620173,8.690823479131856e-5,0.004105465352108207,47.23908340752895
0.035,5e-12,0.01,1,180,50,0.03673607930812503,0.040516337422750306,-0.0014546226479615343,-0.9772987917053069,8.186782516394034e-5,0.005900358417010075,72.07176207740471
0.035,5e-12,0.01,3,60,50,0.057378517141682225,0.061066031998409445,-0.003438401903669217,-0.9813131469395207,1.4455068607065535e-4,0.013898158300747521,96.14730084334708
0.035,5e-12,0.01,3,120,50,0.053976957825928464,0.053370473297527796,-0.0028198121435303613,-0.9788377689477207,1.2229510908346323e-4,0.011401543683204908,93.22976011594749
0.035,5e-12,0.01,3,180,50,0.06355825693411442,0.06745395547797695,-0.0042293944076060895,-0.986503855115555,1.3089931891562041e-4,0.01704847694933998,130.24114327385976
0.035,5e-12,0.01,5,60,50,0.06504268684531513,0.07508706100173392,-0.004790970712336202,-0.980979511544934,2.866764172634372e-4,0.019450559266608252,67.84848036081893
0.035,5e-12,0.01,5,120,50,0.06988113272664145,0.0764385365694045,-0.005241779722843129,-0.9813105471578382,2.4266313834439893e-4,0.02120978202971693,87.40421876360558
0.035,5e-12,0.01,5,180,50,0.06635765258050803,0.07128802220790842,-0.004619581060082234,-0.9765511860300676,2.4615804614618557e-4,0.01872448228647512,76.0669113994967
0.035,8e-12,0.002,1,60,50,0.0094095126849606,0.007454710985864062,-6.848488707185577e-5,-0.976330375142871,7.1418707074860765e-6,2.810814189949083e-4,39.35683387551108
0.035,8e-12,0.002,1,120,50,0.01152772643367342,0.008985545892442518,-1.0088298640445446e-4,-0.9739346155366517,1.1862538905894565e-5,4.1539448452371225e-4,35.01733379498551
0.035,8e-12,0.002,1,180,50,0.010502021061223787,0.008513161382711163,-8.70758287615355e-5,-0.9739437285256062,8.614705575401207e-6,3.569180206215436e-4,41.431250029101676
0.035,8e-12,0.002,3,60,50,0.015387666045750259,0.012895875720467714,-1.941798934829488e-4,-0.9785446954561525,1.4724089967385989e-5,7.914436638991816e-4,53.75161831068932
0.035,8e-12,0.002,3,120,50,0.014306098470054622,0.011496426431770733,-1.6027137790505395e-4,-0.9744776799126547,1.628951832590846e-5,6.573750299461242e-4,40.355707074565245
0.035,8e-12,0.002,3,180,50,0.01715258133443911,0.013935924386114205,-2.361592517010578e-4,-0.987960759709516,1.610253152792599e-5,9.607395383321573e-4,59.66388183534896
0.035,8e-12,0.002,5,60,50,0.016243276115235374,0.014145521411294304,-2.241347636685253e-4,-0.9754761023131027,1.5670267616110764e-5,9.122093222902121e-4,58.21274688074633
0.035,8e-12,0.002,5,120,50,0.015347586427243697,0.013704983166780774,-2.066512240693275e-4,-0.9824702035970481,1.007252460480482e-5,8.366774208821148e-4,83.06531417982349
0.035,8e-12,0.002,5,180,50,0.014233470951995345,0.012225578276665634,-1.670280520652561e-4,-0.9598628564728796,1.8000355409661266e-5,6.861125636706862e-4,38.116612036584094
0.035,8e-12,0.005,1,60,50,0.026304581090599532,0.020508687071261016,-5.259971169953544e-4,-0.975021327171436,6.054299774812342e-5,0.0021645314657295443,35.75197043817732
0.035,8e-12,0.005,1,120,50,0.028446994321865402,0.022808847836034093,-6.358178932881783e-4,-0.9799253929195889,5.783923897924349e-5,0.002601110812131957,44.97138721111815
0.035,8e-12,0.005,1,180,50,0.02622094231104646,0.020873042416916836,-5.34584954895701e-4,-0.9767483389340107,5.4051805626234345e-5,0.0021923916252090375,40.560932235443175
0.035,8e-12,0.005,3,60,50,0.03585792948116252,0.03049740204847795,-0.0010720758094490029,-0.9803416242353005,7.173101948452565e-5,0.004360034257280539,60.78310734480942
0.035,8e-12,0.005,3,120,50,0.039348662296547196,0.03321451790543993,-0.0012890668647633512,-0.9863192725379288,7.338769469180509e-5,0.005229655153745209,71.26065446949083
0.035,8e-12,0.005,3,180,50,0.03899510856602408,0.03134387404602738,-0.0011919979679043315,-0.9752426991173953,1.1906099648057029e-4,0.004887052868097897,41.04663166409346
0.035,8e-12,0.005,5,60,50,0.0406570602003841,0.03499514990499298,-0.0013902363080008846,-0.9771130093329825,9.718444500881884e-5,0.005658129677012355,58.22052774493817
0.035,8e-12,0.005,5,120,50,0.042590643441276575,0.037401138025525214,-0.0015588745041173046,-0.9786156031133922,9.505902611173563e-5,0.006330557042580953,66.59606458769943
0.035,8e-12,0.005,5,180,50,0.03736051676219983,0.032137857706864253,-0.0011696834492469427,-0.9741785135960046,8.92832122313848e-5,0.004768017009219154,53.40328702402021
0.035,8e-12,0.01,1,60,50,0.05191731260140543,0.04120688190238498,-0.002077232015960368,-0.9709638270634723,2.3895043194841338e-4,0.008547878495789888,35.77260114614597
0.035,8e-12,0.01,1,120,50,0.05667905807322623,0.045236527161904364,-0.0025234702051409653,-0.98420666247756206,2.1191860345593273e-4,0.01030579942401979,48.630933084469966
0.035,8e-12,0.01,1,180,50,0.06008374852792824,0.04601299242716392,-0.0026978871016602067,-0.9758572068128816,3.314781059491462e-4,0.011123026512589975,33.55584068136439
0.035,8e-12,0.01,3,60,50,0.07896781340450633,0.059776512928466766,-0.004579601025575854,-0.9701680194026505,6.49945000624369e-4,0.01896834910292779,29.184544976430104
0.035,8e-12,0.01,3,120,50,0.07326999080677378,0.058779419354649025,-0.004220314004120655,-0.9799261252654192,3.828836842530941e-4,0.017264139700735717,45.089776375333244
0.035,8e-12,0.01,3,180,50,0.0744043039826157,0.06338769904835793,-0.004619845976817876,-0.9795451325528679,3.1430888814692597e-4,0.018793692795418433,59.79370455038861
0.035,8e-12,0.01,5,60,50,0.07533667565399282,0.06651665802498748,-0.004899446596810096,-0.9777102200953086,3.011872997878618e-4,0.01989897368702824,66.06843549194762
0.035,8e-12,0.01,5,120,50,0.09723591228668237,0.08126529002886683,-0.007761748154191138,-0.9822629523047578,5.353736933169578e-4,0.03158236631008152,58.99125546197463
0.035,8e-12,0.01,5,180,50,0.07837594784883566,0.06849326245032057,-0.005245551281033717,-0.9771482940335574,3.430136402244672e-4,0.021325218764359336,62.17017711133636
