Taxon,Replicate,FC_Initial,FC_Final,drawdown_total_mgL,drawdown_post_mgL,biomass_C_fg_per_L,respired_C_fg_per_L,CUE_massbalance,CUE_kinetic,ratio_mb_over_kin,frac_O2_post_window,frac_time_post_window,physically_impossible
Buttiauxella,R2,219,2381,4.6466666666666665,1.93,1606320421732.1401,1744206304560.7014,0.4794232528058172,0.45090289825463,1.0632516549828905,0.415351506456241,0.19794944675667445,FALSE
Buttiauxella,R3,212,2081,4.623333333333334,2.5300000000000002,1388627598620.4302,1735447736316.8533,0.4444923536545598,0.40911027588212684,1.0864854291331154,0.5472242249459265,0.21825195411633336,FALSE
Buttiauxella,R4,245,2156,4.619999999999999,1.4033333333333333,1419832713196.1702,1734196512282.017,0.45016472952336295,0.4140265460079391,1.0872847015822287,0.30375180375180383,0.11166379047812404,FALSE
Buttiauxella,R5,236,2073,4.46,1.92,1364852273229.3901,1674137758609.9128,0.44911377099954947,0.41550877557056687,1.080876740528132,0.43049327354260086,0.16242005887727134,FALSE
Chromobacterium,R1,138,1466,4.753333333333333,3.18,1000721044116.7999,1784245473675.4377,0.35932965000603106,0.3375556456355705,1.0645049331924612,0.6690042075736327,0.3348894233036261,FALSE
Chromobacterium,R2,139,2092,4.886666666666667,2.5900000000000003,1471692921054.2998,1834294435068.8584,0.44515987586235484,0.4097219723254601,1.0864925630806659,0.5300136425648022,0.268873485169991,FALSE
Chromobacterium,R3,115,1526,4.716666666666667,2.56,1063266109374.1,1770482009292.2473,0.3752154619425057,0.35251785309736533,1.0643871186826708,0.542756183745583,0.2594426368651859,FALSE
Chromobacterium,R4,123,1376,4.836666666666667,2.06,944204418884.2999,1815526074546.3257,0.34213645902450346,0.3168407964209612,1.0798371386806322,0.4259131633356306,0.23115009195077088,FALSE
Chromobacterium,R5,134,1599,4.6433333333333335,0.83,1103958079541.5,1742955080525.8662,0.3877737104968025,0.3697135462521177,1.0488490736348866,0.17875089734386215,0.18871127457914832,FALSE
Chryseobacterium,R1,333,2913,1.9666666666666663,1.0466666666666664,1332845584144.8,738222180552.951,0.6435547918149911,0.5317664843708829,1.2102206715347275,0.5322033898305084,0.11317017965766021,FALSE
Chryseobacterium,R2,246,2688,1.6033333333333335,0.9666666666666668,1261553843597.52,601838760755.8806,0.6770198833301051,0.5366569709514052,1.2615505247790957,0.6029106029106029,0.1084547555052577,FALSE
Chryseobacterium,R3,206,2343,1.6133333333333333,0.6099999999999999,1103988764851.72,605592432860.387,0.6457656216207587,0.5167619352496722,1.24963852321816,0.3780991735537189,0.07073136228603763,FALSE
Chryseobacterium,R4,261,2315,1.1966666666666668,0.30333333333333323,1061110399160.24,449189428505.9483,0.7025826128841818,0.5546340440483124,1.2667498874681087,0.2534818941504177,0.04243881737162258,FALSE
Chryseobacterium,R5,266,2593,1.4533333333333331,0.6433333333333335,1202144059808.1199,545533679188.2824,0.6878522470043286,0.5289948741685911,1.3003004009923722,0.4426605504587158,0.07544678643844013,FALSE
Flavobacterium_A,R1,143,1388,4.89,2.71,672395413587.9,1835545659103.6936,0.26810654401311995,0.2489232714882276,1.0770650024411221,0.5541922290388548,0.22643466779836838,FALSE
Flavobacterium_A,R2,311,1539,5.203333333333334,2.79,663214110751.76,1953160718378.232,0.25348589329316196,0.25080688363303766,1.0106815635253616,0.5361947469570787,0.2594426368651859,FALSE
Flavobacterium_A,R3,147,1613,4.946666666666666,2.14,791752350457.72,1856816467695.8975,0.2989359177798031,0.27767128061587887,1.076582054567397,0.43261455525606474,0.20757297118875834,FALSE
Flavobacterium_A,R4,183,1881,4.003333333333333,3.35,917050130339.16,1502720065837.448,0.37898232310992097,0.3413000180982522,1.1104081541560917,0.8368026644462948,0.3207431508464186,FALSE
Flavobacterium_A,R5,130,1688,4.993333333333333,2.08,841439401100.36,1874333604183.5945,0.3098342164323786,0.2807010326575527,1.1037872340511392,0.41655540720961287,0.13674730041967276,FALSE
Flavobacterium_B,R1,96,416,4.76,1.4700000000000002,172824523974.4,1786747921745.109,0.08819501639345766,0.08673905810380064,1.0167854980384345,0.3088235294117648,0.10658816363820932,FALSE
Flavobacterium_B,R2,91,334,4.516666666666667,2.3333333333333335,131238622893.06,1695408567202.1167,0.0718467274932396,0.07248299744106139,0.9912218041432522,0.5166051660516605,0.16749568571718607,FALSE
Flavobacterium_B,R3,109,401,3.45,0.5866666666666669,157702378126.64,1295016876054.7534,0.10855667925700152,0.0944381621190476,1.149500126020626,0.17004830917874403,0.045680641559232564,FALSE
Flavobacterium_B,R4,117,320,4.27,1.876666666666667,109635557396.26,1602817988624.2888,0.06402250014374662,0.0644591438183633,0.9932260398020941,0.43950039032006255,0.1218150441579535,FALSE
Flavobacterium_B,R5,84,160,0.7799999999999994,0.7133333333333329,41045824443.92,292786424151.50916,0.12295344328361571,0.06377670558555312,1.9278738554264157,0.9145299145299147,0.1573444320373566,FALSE
Herbaspirillum,R1,393,3661,2.8000000000000003,1.7666666666666666,2428055105559.9604,1051028189261.829,0.6979008261095208,0.619073593654694,1.1273309559037579,0.6309523809523808,0.14719317835752715,FALSE
Herbaspirillum,R2,284,4497,3.183333333333333,0.9633333333333338,3130170183514.1104,1194918953267.9124,0.723723855051699,0.6476648758127806,1.117435701825684,0.3026178010471206,0.05583189523906202,FALSE
Herbaspirillum,R3,314,3962,1.9066666666666672,0.7233333333333332,2710387094578.56,715700147925.9122,0.7911027661389222,0.6810575539483341,1.1615799010709398,0.37937062937062915,0.05583189523906202,FALSE
Herbaspirillum,R4,311,5201,3.44,1.48,3633166911318.3003,1291263203950.2468,0.7377842362009377,0.6777809922032441,1.0885289565330576,0.43023255813953487,0.09136128311846513,FALSE
Herbaspirillum,R5,356,4455,2.7933333333333334,0.8866666666666663,3045470586808.5303,1048525741192.1578,0.7438869854325914,0.6735384167365073,1.1044462601508964,0.3174224343675416,0.06598314891889148,FALSE
Pseudomonas,R1,129,1812,4.843333333333334,2.7066666666666666,1164525188284.26,1818028522615.9968,0.3904456721192654,0.35292814014682194,1.106303600378354,0.5588437715072263,0.21228839534116087,FALSE
Pseudomonas,R2,127,1881,4.733333333333333,2.64,1213652513517.8801,1776738129466.4248,0.40585082633441416,0.37361053587587567,1.0862938471019181,0.5577464788732395,0.19342669873155083,FALSE
Pseudomonas,R3,124,2069,4.92,2.12,1345811937737.9,1846806675417.2134,0.42153858659863475,0.3936413802361097,1.0708695979721239,0.43089430894308944,0.15089357287688027,FALSE
Pseudomonas,R4,181,1705,4.846666666666667,1.4,1054507657127.28,1819279746650.832,0.3669400372974491,0.3320528975964253,1.105065006068477,0.2888583218707015,0.12731645211486772,FALSE
Pseudomonas,R5,145,2007,4.706666666666667,2.05,1288381402605.6401,1766728337187.741,0.42171362482474173,0.3842242758595153,1.0975715261128731,0.4355524079320113,0.1792804262743433,FALSE
Serratia,R1,239,1732,4.656666666666666,1.39,782735784522.47,1747959976665.2078,0.30929667505948055,0.2891370411872781,1.0697234563562708,0.29849677881173947,0.24529636440797842,FALSE
Serratia,R2,103,1471,4.72,2.73,717201978048.72,1771733233327.0828,0.28815614595780253,0.27218090658810484,1.0586934607939757,0.5783898305084746,0.278304333474796,FALSE
Serratia,R3,128,1801,4.79,0.8,877104465844.67,1798008938058.6287,0.3278756199886231,0.30474200458952455,1.0759121323962497,0.16701461377870563,0.22643466779836838,FALSE
Serratia,R4,124,1797,4.6433333333333335,2.45,877104465844.67,1742955080525.8662,0.33476508847277453,0.30374396415750865,1.1021291876574695,0.5276381909547739,0.26415806101758843,FALSE
Serratia,R5,100,1826,4.63,2.89,904890799789.54,1737950184386.524,0.34239320685866015,0.31926992917348757,1.0724254794212318,0.6241900647948164,0.278304333474796,FALSE
Yersinia,R1,83,3882,4.906666666666666,1.16,2305464654644.85,1841801779277.871,0.5558998177178142,0.5172683304857235,1.074683650545192,0.23641304347826086,0.2830197576271985,FALSE
Yersinia,R2,151,5428,4.803333333333334,0.9766666666666666,3202405102016.55,1803013834197.9707,0.6397876267352863,0.5986354842621376,1.0687432395088836,0.20333102012491322,0.23115009195077088,FALSE
Yersinia,R3,109,4459,4.946666666666667,0.98,2639845024402.5,1856816467695.8977,0.5870677677297427,0.5508493791112344,1.0657500761404952,0.1981132075471698,0.21700381949356337,FALSE
Yersinia,R4,97,5032,4.8533333333333335,0.81,2994858665615.25,1821782194720.5032,0.6217732964642267,0.5799899613444662,1.0720414798609672,0.1668956043956044,0.23115009195077088,FALSE
Yersinia,R5,101,3833,4.746666666666666,0.8066666666666666,2264804972659.8,1781743025605.7666,0.5596881523784079,0.5265947141165466,1.0628442279702355,0.16994382022471913,0.21228839534116087,FALSE
