Taxon,log_R,mu_tax_collapsed
Aeromonas_B,2.0647308272518186,1.9052255231212851
Aeromonas_B,2.069142591957701,1.905986904653616
Aeromonas_B,2.0735543566635832,1.9067482861859466
Aeromonas_B,2.0779661213694656,1.9075096677182775
Aeromonas_B,2.082377886075348,1.9082710492506083
Aeromonas_B,2.0867896507812302,1.9090324307829392
Aeromonas_B,2.0912014154871126,1.9097938123152698
Aeromonas_B,2.095613180192995,1.9105551938476006
Aeromonas_B,2.1000249448988773,1.9113165753799315
Aeromonas_B,2.1044367096047596,1.9120779569122623
Aeromonas_B,2.108848474310642,1.912839338444593
Aeromonas_B,2.1132602390165243,1.9136007199769238
Aeromonas_B,2.1176720037224066,1.9143621015092547
Aeromonas_B,2.122083768428289,1.9151234830415853
Aeromonas_B,2.1264955331341713,1.9158848645739162
Aeromonas_B,2.1309072978400536,1.916646246106247
Aeromonas_B,2.135319062545936,1.9174076276385779
Aeromonas_B,2.1397308272518183,1.9181690091709085
Aeromonas_B,2.144142591957701,1.9189303907032396
Aeromonas_B,2.148554356663583,1.9196917722355702
Aeromonas_B,2.1529661213694657,1.920453153767901
Aeromonas_B,2.157377886075348,1.921214535300232
Aeromonas_B,2.1617896507812304,1.9219759168325625
Aeromonas_B,2.1662014154871128,1.9227372983648934
Aeromonas_B,2.170613180192995,1.9234986798972242
Aeromonas_B,2.1750249448988774,1.924260061429555
Aeromonas_B,2.1794367096047598,1.9250214429618857
Aeromonas_B,2.183848474310642,1.9257828244942166
Aeromonas_B,2.1882602390165244,1.9265442060265474
Aeromonas_B,2.192672003722407,1.9273055875588783
Aeromonas_B,2.197083768428289,1.928066969091209
Aeromonas_B,2.2014955331341715,1.9288283506235397
Aeromonas_B,2.205907297840054,1.9295897321558706
Aeromonas_B,2.210319062545936,1.9303511136882014
Aeromonas_B,2.2147308272518185,1.931112495220532
Aeromonas_B,2.219142591957701,1.931873876752863
Aeromonas_B,2.223554356663583,1.9326352582851938
Aeromonas_B,2.2279661213694655,1.9333966398175244
Aeromonas_B,2.232377886075348,1.9341580213498553
Aeromonas_B,2.23678965078123,1.9349194028821861
Aeromonas_B,2.2412014154871125,1.935680784414517
Aeromonas_B,2.245613180192995,1.9364421659468476
Aeromonas_B,2.250024944898877,1.9372035474791784
Aeromonas_B,2.2544367096047595,1.9379649290115093
Aeromonas_B,2.258848474310642,1.9387263105438401
Aeromonas_B,2.263260239016524,1.9394876920761708
Aeromonas_B,2.2676720037224065,1.9402490736085016
Aeromonas_B,2.272083768428289,1.9410104551408325
Aeromonas_B,2.276495533134171,1.941771836673163
Aeromonas_B,2.2809072978400535,1.942533218205494
Aeromonas_B,2.285319062545936,1.9432945997378248
Aeromonas_B,2.2897308272518186,1.9440559812701557
Aeromonas_B,2.2941425919577005,1.9448173628024863
Aeromonas_B,2.2985543566635833,1.9455787443348174
Aeromonas_B,2.302966121369465,1.946340125867148
Aeromonas_B,2.307377886075348,1.9471015073994788
Aeromonas_B,2.3117896507812303,1.9478628889318097
Aeromonas_B,2.3162014154871127,1.9486242704641403
Aeromonas_B,2.320613180192995,1.9493856519964712
Aeromonas_B,2.3250249448988773,1.950147033528802
Aeromonas_B,2.3294367096047597,1.9509084150611329
