Time,Taxon,Replicate,Oxygen,series_id
0.03,Acinetobacter,R1,4.95,Acinetobacter | R1
60.07,Serratia,R4,5.86,Serratia | R4
61.07,Serratia,R4,5.86,Serratia | R4
62.07,Serratia,R4,5.85,Serratia | R4
63.07,Serratia,R4,5.84,Serratia | R4
64.07,Serratia,R4,5.83,Serratia | R4
65.07,Serratia,R4,5.84,Serratia | R4
66.07,Serratia,R4,5.82,Serratia | R4
67.07,Serratia,R4,5.82,Serratia | R4
68.07,Serratia,R4,5.81,Serratia | R4
69.07,Serratia,R4,5.79,Serratia | R4
70.07,Serratia,R4,5.79,Serratia | R4
71.07,Serratia,R4,5.78,Serratia | R4
72.07,Serratia,R4,5.76,Serratia | R4
73.07,Serratia,R4,5.78,Serratia | R4
74.07,Serratia,R4,5.74,Serratia | R4
75.07,Serratia,R4,5.73,Serratia | R4
76.07,Serratia,R4,5.73,Serratia | R4
77.07,Serratia,R4,5.71,Serratia | R4
78.07,Serratia,R4,5.71,Serratia | R4
79.07,Serratia,R4,5.7,Serratia | R4
80.07,Serratia,R4,5.7,Serratia | R4
81.07,Serratia,R4,5.68,Serratia | R4
82.07,Serratia,R4,5.66,Serratia | R4
83.07,Serratia,R4,5.64,Serratia | R4
84.07,Serratia,R4,5.64,Serratia | R4
85.07,Serratia,R4,5.62,Serratia | R4
86.07,Serratia,R4,5.62,Serratia | R4
87.07,Serratia,R4,5.6,Serratia | R4
88.07,Serratia,R4,5.59,Serratia | R4
89.07,Serratia,R4,5.57,Serratia | R4
90.07,Serratia,R4,5.55,Serratia | R4
91.07,Serratia,R4,5.54,Serratia | R4
92.07,Serratia,R4,5.51,Serratia | R4
93.07,Serratia,R4,5.5,Serratia | R4
94.07,Serratia,R4,5.49,Serratia | R4
95.07,Serratia,R4,5.45,Serratia | R4
96.07,Serratia,R4,5.45,Serratia | R4
97.07,Serratia,R4,5.43,Serratia | R4
98.07,Serratia,R4,5.41,Serratia | R4
99.07,Serratia,R4,5.39,Serratia | R4
100.07,Serratia,R4,5.38,Serratia | R4
101.07,Serratia,R4,5.35,Serratia | R4
102.07,Serratia,R4,5.33,Serratia | R4
103.07,Serratia,R4,5.31,Serratia | R4
104.07,Serratia,R4,5.29,Serratia | R4
105.07,Serratia,R4,5.27,Serratia | R4
106.07,Serratia,R4,5.24,Serratia | R4
107.07,Serratia,R4,5.22,Serratia | R4
108.07,Serratia,R4,5.2,Serratia | R4
109.07,Serratia,R4,5.16,Serratia | R4
110.07,Serratia,R4,5.15,Serratia | R4
111.07,Serratia,R4,5.12,Serratia | R4
112.07,Serratia,R4,5.09,Serratia | R4
113.07,Serratia,R4,5.05,Serratia | R4
114.07,Serratia,R4,5.03,Serratia | R4
115.07,Serratia,R4,5,Serratia | R4
116.07,Serratia,R4,4.98,Serratia | R4
117.07,Serratia,R4,4.94,Serratia | R4
118.07,Serratia,R4,4.91,Serratia | R4
119.07,Serratia,R4,4.87,Serratia | R4
120.07,Serratia,R4,4.84,Serratia | R4
121.07,Serratia,R4,4.82,Serratia | R4
122.07,Serratia,R4,4.78,Serratia | R4
123.07,Serratia,R4,4.74,Serratia | R4
124.08,Serratia,R4,4.69,Serratia | R4
125.08,Serratia,R4,4.65,Serratia | R4
126.08,Serratia,R4,4.62,Serratia | R4
127.08,Serratia,R4,4.57,Serratia | R4
128.08,Serratia,R4,4.52,Serratia | R4
129.08,Serratia,R4,4.49,Serratia | R4
130.08,Serratia,R4,4.43,Serratia | R4
131.08,Serratia,R4,4.41,Serratia | R4
132.08,Serratia,R4,4.35,Serratia | R4
133.08,Serratia,R4,4.31,Serratia | R4
134.08,Serratia,R4,4.24,Serratia | R4
135.08,Serratia,R4,4.2,Serratia | R4
136.08,Serratia,R4,4.14,Serratia | R4
137.08,Serratia,R4,4.08,Serratia | R4
138.08,Serratia,R4,4.02,Serratia | R4
139.08,Serratia,R4,3.96,Serratia | R4
140.08,Serratia,R4,3.9,Serratia | R4
141.08,Serratia,R4,3.85,Serratia | R4
142.08,Serratia,R4,3.8,Serratia | R4
143.08,Serratia,R4,3.71,Serratia | R4
144.08,Serratia,R4,3.67,Serratia | R4
145.08,Serratia,R4,3.58,Serratia | R4
146.08,Serratia,R4,3.52,Serratia | R4
147.08,Serratia,R4,3.45,Serratia | R4
148.08,Serratia,R4,3.37,Serratia | R4
149.08,Serratia,R4,3.3,Serratia | R4
150.08,Serratia,R4,3.22,Serratia | R4
151.08,Serratia,R4,3.14,Serratia | R4
152.08,Serratia,R4,3.05,Serratia | R4
153.08,Serratia,R4,2.96,Serratia | R4
154.08,Serratia,R4,2.87,Serratia | R4
155.08,Serratia,R4,2.79,Serratia | R4
156.08,Serratia,R4,2.69,Serratia | R4
157.08,Serratia,R4,2.59,Serratia | R4
158.08,Serratia,R4,2.51,Serratia | R4
159.08,Serratia,R4,2.39,Serratia | R4
160.08,Serratia,R4,2.3,Serratia | R4
161.08,Serratia,R4,2.19,Serratia | R4
162.08,Serratia,R4,2.09,Serratia | R4
163.08,Serratia,R4,1.98,Serratia | R4
164.08,Serratia,R4,1.86,Serratia | R4
165.08,Serratia,R4,1.75,Serratia | R4
166.08,Serratia,R4,1.61,Serratia | R4
167.08,Serratia,R4,1.49,Serratia | R4
168.08,Serratia,R4,1.36,Serratia | R4
169.08,Serratia,R4,1.23,Serratia | R4
170.08,Serratia,R4,1.08,Serratia | R4
171.08,Serratia,R4,0.94,Serratia | R4
172.08,Serratia,R4,0.8,Serratia | R4
173.08,Serratia,R4,0.67,Serratia | R4
174.08,Serratia,R4,0.51,Serratia | R4
175.08,Serratia,R4,0.35,Serratia | R4
176.08,Serratia,R4,0.26,Serratia | R4
177.08,Serratia,R4,0.24,Serratia | R4
178.08,Serratia,R4,0.24,Serratia | R4
179.1,Serratia,R4,0.24,Serratia | R4
180.1,Serratia,R4,0.24,Serratia | R4
181.1,Serratia,R4,0.24,Serratia | R4
182.1,Serratia,R4,0.24,Serratia | R4
183.1,Serratia,R4,0.24,Serratia | R4
184.1,Serratia,R4,0.24,Serratia | R4
185.1,Serratia,R4,0.24,Serratia | R4
186.1,Serratia,R4,0.24,Serratia | R4
187.1,Serratia,R4,0.24,Serratia | R4
188.1,Serratia,R4,0.24,Serratia | R4
189.1,Serratia,R4,0.24,Serratia | R4
190.1,Serratia,R4,0.24,Serratia | R4
191.1,Serratia,R4,0.24,Serratia | R4
192.1,Serratia,R4,0.24,Serratia | R4
193.1,Serratia,R4,0.24,Serratia | R4
194.1,Serratia,R4,0.24,Serratia | R4
195.1,Serratia,R4,0.24,Serratia | R4
196.1,Serratia,R4,0.24,Serratia | R4
197.1,Serratia,R4,0.24,Serratia | R4
198.1,Serratia,R4,0.24,Serratia | R4
199.1,Serratia,R4,0.24,Serratia | R4
200.1,Serratia,R4,0.24,Serratia | R4
201.1,Serratia,R4,0.24,Serratia | R4
202.1,Serratia,R4,0.24,Serratia | R4
203.1,Serratia,R4,0.24,Serratia | R4
204.1,Serratia,R4,0.24,Serratia | R4
205.1,Serratia,R4,0.24,Serratia | R4
206.1,Serratia,R4,0.23,Serratia | R4
207.1,Serratia,R4,0.24,Serratia | R4
208.1,Serratia,R4,0.24,Serratia | R4
209.1,Serratia,R4,0.24,Serratia | R4
210.1,Serratia,R4,0.24,Serratia | R4
211.1,Serratia,R4,0.24,Serratia | R4
212.1,Serratia,R4,0.24,Serratia | R4
0.03,Serratia,R5,4.61,Serratia | R5
1.05,Serratia,R5,4.62,Serratia | R5
2.05,Serratia,R5,4.66,Serratia | R5
3.05,Serratia,R5,4.72,Serratia | R5
4.05,Serratia,R5,4.79,Serratia | R5
5.05,Serratia,R5,4.84,Serratia | R5
6.05,Serratia,R5,4.91,Serratia | R5
7.05,Serratia,R5,4.95,Serratia | R5
8.05,Serratia,R5,5,Serratia | R5
9.05,Serratia,R5,5.05,Serratia | R5
10.05,Serratia,R5,5.09,Serratia | R5
11.05,Serratia,R5,5.13,Serratia | R5
12.05,Serratia,R5,5.17,Serratia | R5
13.05,Serratia,R5,5.2,Serratia | R5
14.05,Serratia,R5,5.25,Serratia | R5
15.05,Serratia,R5,5.29,Serratia | R5
16.05,Serratia,R5,5.32,Serratia | R5
17.05,Serratia,R5,5.32,Serratia | R5
18.05,Serratia,R5,5.37,Serratia | R5
19.05,Serratia,R5,5.39,Serratia | R5
20.05,Serratia,R5,5.4,Serratia | R5
21.05,Serratia,R5,5.43,Serratia | R5
22.05,Serratia,R5,5.47,Serratia | R5
23.05,Serratia,R5,5.48,Serratia | R5
24.05,Serratia,R5,5.48,Serratia | R5
25.05,Serratia,R5,5.49,Serratia | R5
26.05,Serratia,R5,5.51,Serratia | R5
27.05,Serratia,R5,5.53,Serratia | R5
28.05,Serratia,R5,5.54,Serratia | R5
29.05,Serratia,R5,5.54,Serratia | R5
30.05,Serratia,R5,5.57,Serratia | R5
31.05,Serratia,R5,5.57,Serratia | R5
32.05,Serratia,R5,5.59,Serratia | R5
33.05,Serratia,R5,5.6,Serratia | R5
34.05,Serratia,R5,5.6,Serratia | R5
35.05,Serratia,R5,5.61,Serratia | R5
36.05,Serratia,R5,5.63,Serratia | R5
37.05,Serratia,R5,5.63,Serratia | R5
38.05,Serratia,R5,5.63,Serratia | R5
39.05,Serratia,R5,5.63,Serratia | R5
40.05,Serratia,R5,5.64,Serratia | R5
41.05,Serratia,R5,5.64,Serratia | R5
42.07,Serratia,R5,5.64,Serratia | R5
43.07,Serratia,R5,5.65,Serratia | R5
44.07,Serratia,R5,5.64,Serratia | R5
45.07,Serratia,R5,5.66,Serratia | R5
46.07,Serratia,R5,5.66,Serratia | R5
47.07,Serratia,R5,5.65,Serratia | R5
48.07,Serratia,R5,5.65,Serratia | R5
49.07,Serratia,R5,5.64,Serratia | R5
50.07,Serratia,R5,5.63,Serratia | R5
51.07,Serratia,R5,5.63,Serratia | R5
52.07,Serratia,R5,5.62,Serratia | R5
53.07,Serratia,R5,5.63,Serratia | R5
54.07,Serratia,R5,5.63,Serratia | R5
55.07,Serratia,R5,5.62,Serratia | R5
56.07,Serratia,R5,5.61,Serratia | R5
57.07,Serratia,R5,5.61,Serratia | R5
58.07,Serratia,R5,5.59,Serratia | R5
59.07,Serratia,R5,5.59,Serratia | R5
60.07,Serratia,R5,5.57,Serratia | R5
61.07,Serratia,R5,5.58,Serratia | R5
62.07,Serratia,R5,5.58,Serratia | R5
63.07,Serratia,R5,5.56,Serratia | R5
64.07,Serratia,R5,5.56,Serratia | R5
65.07,Serratia,R5,5.55,Serratia | R5
66.07,Serratia,R5,5.54,Serratia | R5
67.07,Serratia,R5,5.53,Serratia | R5
68.07,Serratia,R5,5.53,Serratia | R5
69.07,Serratia,R5,5.52,Serratia | R5
70.07,Serratia,R5,5.52,Serratia | R5
71.07,Serratia,R5,5.5,Serratia | R5
72.07,Serratia,R5,5.49,Serratia | R5
73.07,Serratia,R5,5.5,Serratia | R5
74.07,Serratia,R5,5.5,Serratia | R5
75.07,Serratia,R5,5.47,Serratia | R5
76.07,Serratia,R5,5.47,Serratia | R5
77.07,Serratia,R5,5.45,Serratia | R5
78.07,Serratia,R5,5.45,Serratia | R5
79.07,Serratia,R5,5.44,Serratia | R5
80.07,Serratia,R5,5.43,Serratia | R5
81.07,Serratia,R5,5.43,Serratia | R5
82.07,Serratia,R5,5.4,Serratia | R5
83.07,Serratia,R5,5.39,Serratia | R5
84.07,Serratia,R5,5.4,Serratia | R5
85.07,Serratia,R5,5.38,Serratia | R5
86.07,Serratia,R5,5.37,Serratia | R5
87.07,Serratia,R5,5.35,Serratia | R5
88.07,Serratia,R5,5.34,Serratia | R5
89.07,Serratia,R5,5.33,Serratia | R5
90.07,Serratia,R5,5.31,Serratia | R5
91.07,Serratia,R5,5.29,Serratia | R5
92.07,Serratia,R5,5.29,Serratia | R5
93.07,Serratia,R5,5.28,Serratia | R5
94.07,Serratia,R5,5.26,Serratia | R5
95.07,Serratia,R5,5.24,Serratia | R5
96.07,Serratia,R5,5.21,Serratia | R5
97.07,Serratia,R5,5.21,Serratia | R5
98.07,Serratia,R5,5.18,Serratia | R5
99.07,Serratia,R5,5.17,Serratia | R5
100.07,Serratia,R5,5.15,Serratia | R5
101.07,Serratia,R5,5.13,Serratia | R5
102.07,Serratia,R5,5.11,Serratia | R5
103.07,Serratia,R5,5.09,Serratia | R5
104.07,Serratia,R5,5.07,Serratia | R5
105.07,Serratia,R5,5.04,Serratia | R5
106.07,Serratia,R5,5.03,Serratia | R5
107.07,Serratia,R5,5.01,Serratia | R5
108.07,Serratia,R5,4.99,Serratia | R5
109.07,Serratia,R5,4.97,Serratia | R5
110.07,Serratia,R5,4.94,Serratia | R5
111.07,Serratia,R5,4.91,Serratia | R5
112.07,Serratia,R5,4.88,Serratia | R5
113.07,Serratia,R5,4.86,Serratia | R5
114.07,Serratia,R5,4.84,Serratia | R5
115.07,Serratia,R5,4.81,Serratia | R5
116.07,Serratia,R5,4.76,Serratia | R5
117.07,Serratia,R5,4.74,Serratia | R5
118.07,Serratia,R5,4.71,Serratia | R5
119.07,Serratia,R5,4.69,Serratia | R5
120.07,Serratia,R5,4.66,Serratia | R5
121.07,Serratia,R5,4.61,Serratia | R5
122.07,Serratia,R5,4.6,Serratia | R5
123.07,Serratia,R5,4.55,Serratia | R5
124.08,Serratia,R5,4.51,Serratia | R5
125.08,Serratia,R5,4.48,Serratia | R5
126.08,Serratia,R5,4.44,Serratia | R5
127.08,Serratia,R5,4.4,Serratia | R5
128.08,Serratia,R5,4.37,Serratia | R5
129.08,Serratia,R5,4.32,Serratia | R5
130.08,Serratia,R5,4.27,Serratia | R5
131.08,Serratia,R5,4.24,Serratia | R5
132.08,Serratia,R5,4.2,Serratia | R5
133.08,Serratia,R5,4.15,Serratia | R5
134.08,Serratia,R5,4.1,Serratia | R5
135.08,Serratia,R5,4.05,Serratia | R5
136.08,Serratia,R5,4,Serratia | R5
137.08,Serratia,R5,3.95,Serratia | R5
138.08,Serratia,R5,3.91,Serratia | R5
139.08,Serratia,R5,3.83,Serratia | R5
140.08,Serratia,R5,3.77,Serratia | R5
141.08,Serratia,R5,3.72,Serratia | R5
142.08,Serratia,R5,3.66,Serratia | R5
143.08,Serratia,R5,3.6,Serratia | R5
144.08,Serratia,R5,3.55,Serratia | R5
145.08,Serratia,R5,3.49,Serratia | R5
146.08,Serratia,R5,3.41,Serratia | R5
147.08,Serratia,R5,3.34,Serratia | R5
148.08,Serratia,R5,3.27,Serratia | R5
149.08,Serratia,R5,3.2,Serratia | R5
150.08,Serratia,R5,3.12,Serratia | R5
151.08,Serratia,R5,3.05,Serratia | R5
152.08,Serratia,R5,2.96,Serratia | R5
153.08,Serratia,R5,2.89,Serratia | R5
154.08,Serratia,R5,2.81,Serratia | R5
155.08,Serratia,R5,2.72,Serratia | R5
156.08,Serratia,R5,2.63,Serratia | R5
157.08,Serratia,R5,2.54,Serratia | R5
158.08,Serratia,R5,2.44,Serratia | R5
159.08,Serratia,R5,2.34,Serratia | R5
160.08,Serratia,R5,2.24,Serratia | R5
161.08,Serratia,R5,2.15,Serratia | R5
162.08,Serratia,R5,2.04,Serratia | R5
163.08,Serratia,R5,1.93,Serratia | R5
164.08,Serratia,R5,1.82,Serratia | R5
165.08,Serratia,R5,1.7,Serratia | R5
166.08,Serratia,R5,1.6,Serratia | R5
167.08,Serratia,R5,1.47,Serratia | R5
168.08,Serratia,R5,1.34,Serratia | R5
169.08,Serratia,R5,1.22,Serratia | R5
170.08,Serratia,R5,1.07,Serratia | R5
171.08,Serratia,R5,0.95,Serratia | R5
172.08,Serratia,R5,0.8,Serratia | R5
173.08,Serratia,R5,0.67,Serratia | R5
174.08,Serratia,R5,0.52,Serratia | R5
175.08,Serratia,R5,0.37,Serratia | R5
176.08,Serratia,R5,0.21,Serratia | R5
177.08,Serratia,R5,0.08,Serratia | R5
178.08,Serratia,R5,0,Serratia | R5
179.1,Serratia,R5,0,Serratia | R5
180.1,Serratia,R5,0,Serratia | R5
181.1,Serratia,R5,0,Serratia | R5
182.1,Serratia,R5,0,Serratia | R5
183.1,Serratia,R5,0,Serratia | R5
184.1,Serratia,R5,0,Serratia | R5
185.1,Serratia,R5,0,Serratia | R5
186.1,Serratia,R5,0,Serratia | R5
187.1,Serratia,R5,0,Serratia | R5
188.1,Serratia,R5,0,Serratia | R5
189.1,Serratia,R5,0,Serratia | R5
190.1,Serratia,R5,0,Serratia | R5
191.1,Serratia,R5,0,Serratia | R5
192.1,Serratia,R5,0,Serratia | R5
193.1,Serratia,R5,0,Serratia | R5
194.1,Serratia,R5,0,Serratia | R5
195.1,Serratia,R5,0,Serratia | R5
196.1,Serratia,R5,0,Serratia | R5
197.1,Serratia,R5,0,Serratia | R5
198.1,Serratia,R5,0,Serratia | R5
199.1,Serratia,R5,0,Serratia | R5
200.1,Serratia,R5,0,Serratia | R5
201.1,Serratia,R5,0,Serratia | R5
202.1,Serratia,R5,0,Serratia | R5
203.1,Serratia,R5,0,Serratia | R5
204.1,Serratia,R5,0,Serratia | R5
205.1,Serratia,R5,0,Serratia | R5
206.1,Serratia,R5,0,Serratia | R5
207.1,Serratia,R5,0,Serratia | R5
208.1,Serratia,R5,0,Serratia | R5
209.1,Serratia,R5,0,Serratia | R5
210.1,Serratia,R5,0,Serratia | R5
211.1,Serratia,R5,0,Serratia | R5
212.1,Serratia,R5,0,Serratia | R5
0.03,Yersinia,R1,4.87,Yersinia | R1
1.05,Yersinia,R1,4.89,Yersinia | R1
2.05,Yersinia,R1,4.96,Yersinia | R1
3.05,Yersinia,R1,5.04,Yersinia | R1
4.05,Yersinia,R1,5.11,Yersinia | R1
5.05,Yersinia,R1,5.19,Yersinia | R1
6.05,Yersinia,R1,5.28,Yersinia | R1
7.05,Yersinia,R1,5.37,Yersinia | R1
8.05,Yersinia,R1,5.44,Yersinia | R1
9.05,Yersinia,R1,5.51,Yersinia | R1
10.05,Yersinia,R1,5.57,Yersinia | R1
11.05,Yersinia,R1,5.6,Yersinia | R1
12.05,Yersinia,R1,5.64,Yersinia | R1
13.05,Yersinia,R1,5.68,Yersinia | R1
14.05,Yersinia,R1,5.73,Yersinia | R1
15.05,Yersinia,R1,5.78,Yersinia | R1
16.05,Yersinia,R1,5.83,Yersinia | R1
17.05,Yersinia,R1,5.85,Yersinia | R1
18.05,Yersinia,R1,5.89,Yersinia | R1
19.05,Yersinia,R1,5.92,Yersinia | R1
20.05,Yersinia,R1,5.96,Yersinia | R1
21.05,Yersinia,R1,5.97,Yersinia | R1
22.05,Yersinia,R1,5.99,Yersinia | R1
23.05,Yersinia,R1,6.01,Yersinia | R1
24.05,Yersinia,R1,6.01,Yersinia | R1
25.05,Yersinia,R1,6.03,Yersinia | R1
26.05,Yersinia,R1,6.04,Yersinia | R1
27.05,Yersinia,R1,6.07,Yersinia | R1
28.05,Yersinia,R1,6.08,Yersinia | R1
29.05,Yersinia,R1,6.09,Yersinia | R1
30.05,Yersinia,R1,6.1,Yersinia | R1
31.05,Yersinia,R1,6.11,Yersinia | R1
32.05,Yersinia,R1,6.12,Yersinia | R1
33.05,Yersinia,R1,6.14,Yersinia | R1
34.05,Yersinia,R1,6.15,Yersinia | R1
35.05,Yersinia,R1,6.15,Yersinia | R1
36.05,Yersinia,R1,6.17,Yersinia | R1
37.05,Yersinia,R1,6.18,Yersinia | R1
38.05,Yersinia,R1,6.18,Yersinia | R1
39.05,Yersinia,R1,6.19,Yersinia | R1
40.05,Yersinia,R1,6.19,Yersinia | R1
41.05,Yersinia,R1,6.2,Yersinia | R1
42.07,Yersinia,R1,6.2,Yersinia | R1
43.07,Yersinia,R1,6.21,Yersinia | R1
44.07,Yersinia,R1,6.2,Yersinia | R1
45.07,Yersinia,R1,6.22,Yersinia | R1
46.07,Yersinia,R1,6.23,Yersinia | R1
47.07,Yersinia,R1,6.21,Yersinia | R1
48.07,Yersinia,R1,6.2,Yersinia | R1
49.07,Yersinia,R1,6.21,Yersinia | R1
50.07,Yersinia,R1,6.2,Yersinia | R1
51.07,Yersinia,R1,6.2,Yersinia | R1
52.07,Yersinia,R1,6.21,Yersinia | R1
53.07,Yersinia,R1,6.2,Yersinia | R1
54.07,Yersinia,R1,6.19,Yersinia | R1
55.07,Yersinia,R1,6.18,Yersinia | R1
56.07,Yersinia,R1,6.19,Yersinia | R1
57.07,Yersinia,R1,6.18,Yersinia | R1
58.07,Yersinia,R1,6.18,Yersinia | R1
59.07,Yersinia,R1,6.19,Yersinia | R1
60.07,Yersinia,R1,6.18,Yersinia | R1
61.07,Yersinia,R1,6.18,Yersinia | R1
62.07,Yersinia,R1,6.19,Yersinia | R1
63.07,Yersinia,R1,6.17,Yersinia | R1
64.07,Yersinia,R1,6.17,Yersinia | R1
65.07,Yersinia,R1,6.16,Yersinia | R1
66.07,Yersinia,R1,6.16,Yersinia | R1
67.07,Yersinia,R1,6.16,Yersinia | R1
68.07,Yersinia,R1,6.15,Yersinia | R1
69.07,Yersinia,R1,6.14,Yersinia | R1
70.07,Yersinia,R1,6.14,Yersinia | R1
71.07,Yersinia,R1,6.15,Yersinia | R1
72.07,Yersinia,R1,6.12,Yersinia | R1
73.07,Yersinia,R1,6.12,Yersinia | R1
74.07,Yersinia,R1,6.12,Yersinia | R1
75.07,Yersinia,R1,6.11,Yersinia | R1
76.07,Yersinia,R1,6.11,Yersinia | R1
77.07,Yersinia,R1,6.09,Yersinia | R1
78.07,Yersinia,R1,6.1,Yersinia | R1
79.07,Yersinia,R1,6.07,Yersinia | R1
80.07,Yersinia,R1,6.09,Yersinia | R1
81.07,Yersinia,R1,6.06,Yersinia | R1
82.07,Yersinia,R1,6.05,Yersinia | R1
83.07,Yersinia,R1,6.06,Yersinia | R1
84.07,Yersinia,R1,6.04,Yersinia | R1
85.07,Yersinia,R1,6.03,Yersinia | R1
86.07,Yersinia,R1,6.02,Yersinia | R1
87.07,Yersinia,R1,6,Yersinia | R1
88.07,Yersinia,R1,5.99,Yersinia | R1
89.07,Yersinia,R1,5.97,Yersinia | R1
90.07,Yersinia,R1,5.96,Yersinia | R1
91.07,Yersinia,R1,5.95,Yersinia | R1
92.07,Yersinia,R1,5.92,Yersinia | R1
93.07,Yersinia,R1,5.92,Yersinia | R1
94.07,Yersinia,R1,5.9,Yersinia | R1
95.07,Yersinia,R1,5.89,Yersinia | R1
96.07,Yersinia,R1,5.89,Yersinia | R1
97.07,Yersinia,R1,5.85,Yersinia | R1
98.07,Yersinia,R1,5.83,Yersinia | R1
99.07,Yersinia,R1,5.83,Yersinia | R1
100.07,Yersinia,R1,5.8,Yersinia | R1
101.07,Yersinia,R1,5.77,Yersinia | R1
102.07,Yersinia,R1,5.75,Yersinia | R1
103.07,Yersinia,R1,5.72,Yersinia | R1
104.07,Yersinia,R1,5.71,Yersinia | R1
105.07,Yersinia,R1,5.68,Yersinia | R1
106.07,Yersinia,R1,5.64,Yersinia | R1
107.07,Yersinia,R1,5.6,Yersinia | R1
108.07,Yersinia,R1,5.6,Yersinia | R1
109.07,Yersinia,R1,5.54,Yersinia | R1
110.07,Yersinia,R1,5.52,Yersinia | R1
111.07,Yersinia,R1,5.49,Yersinia | R1
112.07,Yersinia,R1,5.45,Yersinia | R1
113.07,Yersinia,R1,5.41,Yersinia | R1
114.07,Yersinia,R1,5.37,Yersinia | R1
115.07,Yersinia,R1,5.34,Yersinia | R1
116.07,Yersinia,R1,5.29,Yersinia | R1
117.07,Yersinia,R1,5.25,Yersinia | R1
118.07,Yersinia,R1,5.2,Yersinia | R1
119.07,Yersinia,R1,5.14,Yersinia | R1
120.07,Yersinia,R1,5.08,Yersinia | R1
121.07,Yersinia,R1,5.03,Yersinia | R1
122.07,Yersinia,R1,4.99,Yersinia | R1
123.07,Yersinia,R1,4.91,Yersinia | R1
124.08,Yersinia,R1,4.85,Yersinia | R1
125.08,Yersinia,R1,4.78,Yersinia | R1
126.08,Yersinia,R1,4.72,Yersinia | R1
127.08,Yersinia,R1,4.64,Yersinia | R1
128.08,Yersinia,R1,4.58,Yersinia | R1
129.08,Yersinia,R1,4.49,Yersinia | R1
130.08,Yersinia,R1,4.39,Yersinia | R1
131.08,Yersinia,R1,4.33,Yersinia | R1
132.08,Yersinia,R1,4.23,Yersinia | R1
133.08,Yersinia,R1,4.13,Yersinia | R1
134.08,Yersinia,R1,4.03,Yersinia | R1
135.08,Yersinia,R1,3.93,Yersinia | R1
136.08,Yersinia,R1,3.82,Yersinia | R1
137.08,Yersinia,R1,3.7,Yersinia | R1
138.08,Yersinia,R1,3.59,Yersinia | R1
139.08,Yersinia,R1,3.47,Yersinia | R1
140.08,Yersinia,R1,3.33,Yersinia | R1
141.08,Yersinia,R1,3.18,Yersinia | R1
142.08,Yersinia,R1,3.06,Yersinia | R1
143.08,Yersinia,R1,2.89,Yersinia | R1
144.08,Yersinia,R1,2.72,Yersinia | R1
145.08,Yersinia,R1,2.57,Yersinia | R1
146.08,Yersinia,R1,2.38,Yersinia | R1
147.08,Yersinia,R1,2.2,Yersinia | R1
148.08,Yersinia,R1,2.01,Yersinia | R1
149.08,Yersinia,R1,1.82,Yersinia | R1
150.08,Yersinia,R1,1.61,Yersinia | R1
151.08,Yersinia,R1,1.38,Yersinia | R1
152.08,Yersinia,R1,1.16,Yersinia | R1
153.08,Yersinia,R1,0.92,Yersinia | R1
154.08,Yersinia,R1,0.67,Yersinia | R1
155.08,Yersinia,R1,0.4,Yersinia | R1
156.08,Yersinia,R1,0.12,Yersinia | R1
157.08,Yersinia,R1,0,Yersinia | R1
158.08,Yersinia,R1,0,Yersinia | R1
159.08,Yersinia,R1,0,Yersinia | R1
160.08,Yersinia,R1,0,Yersinia | R1
161.08,Yersinia,R1,0,Yersinia | R1
162.08,Yersinia,R1,0,Yersinia | R1
163.08,Yersinia,R1,0,Yersinia | R1
164.08,Yersinia,R1,0,Yersinia | R1
165.08,Yersinia,R1,0,Yersinia | R1
166.08,Yersinia,R1,0,Yersinia | R1
167.08,Yersinia,R1,0,Yersinia | R1
168.08,Yersinia,R1,0,Yersinia | R1
169.08,Yersinia,R1,0,Yersinia | R1
170.08,Yersinia,R1,0,Yersinia | R1
171.08,Yersinia,R1,0,Yersinia | R1
172.08,Yersinia,R1,0,Yersinia | R1
173.08,Yersinia,R1,0,Yersinia | R1
174.08,Yersinia,R1,0,Yersinia | R1
175.08,Yersinia,R1,0,Yersinia | R1
176.08,Yersinia,R1,0,Yersinia | R1
177.08,Yersinia,R1,0,Yersinia | R1
178.08,Yersinia,R1,0,Yersinia | R1
179.1,Yersinia,R1,0,Yersinia | R1
180.1,Yersinia,R1,0,Yersinia | R1
181.1,Yersinia,R1,0,Yersinia | R1
182.1,Yersinia,R1,0,Yersinia | R1
183.1,Yersinia,R1,0,Yersinia | R1
184.1,Yersinia,R1,0,Yersinia | R1
185.1,Yersinia,R1,0,Yersinia | R1
186.1,Yersinia,R1,0,Yersinia | R1
187.1,Yersinia,R1,0,Yersinia | R1
188.1,Yersinia,R1,0,Yersinia | R1
189.1,Yersinia,R1,0,Yersinia | R1
190.1,Yersinia,R1,0,Yersinia | R1
191.1,Yersinia,R1,0,Yersinia | R1
192.1,Yersinia,R1,0,Yersinia | R1
193.1,Yersinia,R1,0,Yersinia | R1
194.1,Yersinia,R1,0,Yersinia | R1
195.1,Yersinia,R1,0,Yersinia | R1
196.1,Yersinia,R1,0,Yersinia | R1
197.1,Yersinia,R1,0,Yersinia | R1
198.1,Yersinia,R1,0,Yersinia | R1
199.1,Yersinia,R1,0,Yersinia | R1
200.1,Yersinia,R1,0,Yersinia | R1
201.1,Yersinia,R1,0,Yersinia | R1
202.1,Yersinia,R1,0,Yersinia | R1
203.1,Yersinia,R1,0,Yersinia | R1
204.1,Yersinia,R1,0,Yersinia | R1
